ID,Picture,Name_German,Name_English,Name_Japanese,Name_Japanese2,Generazion_Picture,Type,KP ,Status_Attack,Status_SpecialAttack,Status_Defense,Status_SpecialDefense,Status_Initiative,Status_Sum,Class,Height_m,Weight_kg,Color,Form,Name_Form
659,Scoppel ,Scoppel ,Bunnelby ,Horubii ,ホルビー ,6. Generation Gen6 ,Normal,280,171,163,175,171,213,1173,LC,,,,,
660,Grebbit ,Grebbit ,Diggersby ,Horūdo ,ホルード ,6. Generation Gen6 ,NormalBoden,374,211,199,253,253,255,1545,BL,,,,,
661,Dartiri ,Dartiri ,Fletchling ,Yayakoma ,ヤヤコマ ,6. Generation Gen6 ,NormalFlug,294,199,179,185,175,223,1255,LC,,,,,
662,Dartignis ,Dartignis ,Fletchinder ,Hinoyakoma ,ヒノヤコマ ,6. Generation Gen6 ,FeuerFlug,328,245,211,209,203,267,1463,NFE,,,,,
663,Fiaro ,Fiaro ,Talonflame ,Faiarō ,ファイアロー ,6. Generation Gen6 ,FeuerFlug,360,261,247,241,237,351,1697,BL2,,,,,
664,Purmel ,Purmel ,Scatterbug ,Kofukimushi ,コフキムシ ,6. Generation Gen6 ,Käfer,280,169,153,179,149,169,1099,LC,,,,,
665,Puponcho ,Puponcho ,Spewpa ,Kofūrai ,コフーライ ,6. Generation Gen6 ,Käfer,294,143,153,219,159,157,1125,NFE,,,,,
666,Vivillon ,Vivillon ,Vivillon ,Vivillon ,ビビヨン ,6. Generation Gen6 ,KäferFlug,364,203,279,199,199,277,1521,BL4,,,,,
667,Leufeo ,Leufeo ,Litleo ,Shishiko ,シシコ ,6. Generation Gen6 ,FeuerNormal,328,199,245,215,207,243,1437,LC,,,,,
668,Pyroleo ,Pyroleo ,Pyroar ,Kaenjishi ,カエンジシ ,6. Generation Gen6 ,FeuerNormal,376,235,317,243,231,311,1713,NU,,,,,
669,Flabébé ,Flabébé ,Flabébé ,Furabebe ,フラベベ ,6. Generation Gen6 ,Fee,292,175,221,177,257,183,1305,LC,,,,,
670,Floette ,Floette ,Floette ,Floette ,フラエッテ ,6. Generation Gen6 ,Fee,312,189,249,193,295,203,1441,NFE,,,,,
671,Florges ,Florges ,Florges ,Florges ,フラージェス ,6. Generation Gen6 ,Fee,360,229,323,235,407,249,1803,RU,,,,,
672,Mähikel ,Mähikel ,Skiddo ,Meekuru ,メェークル ,6. Generation Gen6 ,Pflanze,336,229,223,195,213,203,1399,LC,,,,,
673,Chevrumm ,Chevrumm ,Gogoat ,Gogoat ,ゴーゴート ,6. Generation Gen6 ,Pflanze,450,299,293,223,261,235,1761,PU,,,,,
674,Pam-Pam ,Pam-Pam ,Pancham ,Yancham ,ヤンチャム ,6. Generation Gen6 ,Kampf,338,263,191,223,195,185,1395,LC,,,,,
675,Pandagro ,Pandagro ,Pangoro ,Goronda ,ゴロンダ ,6. Generation Gen6 ,KampfUnlicht,394,347,237,255,241,215,1689,RU,,,,,
676,Coiffwaff ,Coiffwaff ,Furfrou ,Torimian ,トリミアン ,6. Generation Gen6 ,Normal,354,259,229,219,279,303,1643,PU,,,,,
677,Psiau ,Psiau ,Espurr ,Nyasupā ,ニャスパー ,6. Generation Gen6 ,Psycho,328,195,225,207,219,235,1409,LC,,,,,
678,Psiaugon ,Psiaugon ,Meowstic ,Nyaonikusu ,ニャオニクス ,6. Generation Gen6 ,Psycho,352,195,265,251,261,307,1631,PU,,,,,
679,Gramokles ,Gramokles ,Honedge ,Hitotsuki ,ヒトツキ ,6. Generation Gen6 ,StahlGeist,294,259,169,299,173,155,1349,LC,,,,,
680,Duokles ,Duokles ,Doublade ,Nidangiru ,ニダンギル ,6. Generation Gen6 ,StahlGeist,322,319,189,399,197,169,1595,RU,,,,,
681,Durengard ,Durengard ,Aegislash ,Girugarudo ,ギルガルド ,6. Generation Gen6 ,StahlGeist,324,199,199,399,399,219,1739,Uber,,,,,
682,Parfi ,Parfi ,Spritzee ,Shushupu ,シュシュプ ,6. Generation Gen6 ,Fee,360,203,225,219,229,145,1381,LC,,,,,
683,Parfinesse ,Parfinesse ,Aromatisse ,Furefuwan ,フレフワン ,6. Generation Gen6 ,Fee,406,243,297,243,277,157,1623,NU,,,,,
684,Flauschling ,Flauschling ,Swirlix ,Peropuff ,ペロッパフ ,6. Generation Gen6 ,Fee,328,195,217,231,213,197,1381,NFE,,,,,
685,Sabbaione ,Sabbaione ,Slurpuff ,Perorimu ,ペロリーム ,6. Generation Gen6 ,Fee,368,259,269,271,249,243,1659,BL3,,,,,
686,Iscalar ,Iscalar ,Inkay ,Maika ,マーイーカ ,6. Generation Gen6 ,UnlichtPsycho,310,207,173,205,191,189,1275,LC,,,,,
687,Calamanero ,Calamanero ,Malamar ,Karamanero ,カラマネロ ,6. Generation Gen6 ,UnlichtPsycho,376,283,235,275,249,245,1663,NU,,,,,
688,Bithora ,Bithora ,Binacle ,Kametete ,カメテテ ,6. Generation Gen6 ,GesteinWasser,288,203,177,233,211,199,1311,LC,,,,,
689,Thanathora ,Thanathora ,Barbaracle ,Gamenodesu ,ガメノデス ,6. Generation Gen6 ,GesteinWasser,348,309,207,329,271,235,1699,BL4,,,,,
690,Algitt ,Algitt ,Skrelp ,Kuzumō ,クズモー ,6. Generation Gen6 ,GiftWasser,304,219,219,219,219,159,1339,LC,,,,,
691,Tandrak ,Tandrak ,Dragalge ,Doramidoro ,ドラミドロ ,6. Generation Gen6 ,GiftDrache,334,249,293,279,345,187,1687,RU,,,,,
692,Scampisto ,Scampisto ,Clauncher ,Udeppō ,ウデッポウ ,6. Generation Gen6 ,Wasser,304,205,215,223,225,187,1359,LC,,,,,
693,Wummer ,Wummer ,Clawitzer ,Burosutā ,ブロスター ,6. Generation Gen6 ,Wasser,346,245,339,275,277,217,1699,NU,,,,,
694,Eguana ,Eguana ,Helioptile ,Elikiteru ,エリキテル ,6. Generation Gen6 ,ElektroNormal,292,175,221,165,185,239,1277,LC,,,,,
695,Elezard ,Elezard ,Heliolisk ,Erezādo ,エレザード ,6. Generation Gen6 ,ElektroNormal,328,209,317,203,287,317,1661,RU,,,,,
696,Balgoras ,Balgoras ,Tyrunt ,Chigorasu ,チゴラス ,6. Generation Gen6 ,GesteinDrache,320,277,189,253,189,195,1423,LC,,,,,
697,Monargoras ,Monargoras ,Tyrantrum ,Gachigorasu ,ガチゴラス ,6. Generation Gen6 ,GesteinDrache,368,341,237,337,217,241,1741,BL3,,,,,
698,Amarino ,Amarino ,Amaura ,Amarusu ,アマルス ,6. Generation Gen6 ,GesteinEis,358,217,233,199,225,191,1423,LC,,,,,
699,Amagarga ,Amagarga ,Aurorus ,Amaruruga ,アマルルガ ,6. Generation Gen6 ,GesteinEis,450,253,297,243,283,215,1741,NU,,,,,
700,Feelinara ,Feelinara ,Sylveon ,Nymphia ,ニンフィア ,6. Generation Gen6 ,Fee,394,229,319,229,359,219,1749,UU,,,,,
701,Resladero ,Resladero ,Hawlucha ,Ruchaburu ,ルチャブル ,6. Generation Gen6 ,FlugKampf,360,283,247,249,225,335,1699,OU,,,,,
702,Dedenne ,Dedenne ,Dedenne ,Dedenne ,デデンネ ,6. Generation Gen6 ,ElektroFee,338,215,261,213,233,301,1561,PU,,,,,
703,Rocara ,Rocara ,Carbink ,Mereshī ,メレシー ,6. Generation Gen6 ,GesteinFee,304,199,199,399,399,199,1699,PU,,,,,
704,Viscora ,Viscora ,Goomy ,Numera ,ヌメラ ,6. Generation Gen6 ,Drache,294,199,209,169,249,179,1299,NFE,,,,,
705,Viscargot ,Viscargot ,Sliggoo ,Numeiru ,ヌメイル ,6. Generation Gen6 ,Drache,340,249,265,205,325,219,1603,NFE,,,,,
706,Viscogon ,Viscogon ,Goodra ,Numerugon ,ヌメルゴン ,6. Generation Gen6 ,Drache,384,299,319,239,399,259,1899,RU,,,,,
707,Clavion ,Clavion ,Klefki ,Kureffi ,クレッフィ ,6. Generation Gen6 ,StahlFee,318,259,259,281,273,249,1639,UU,,,,,
708,Paragoni ,Paragoni ,Phantump ,Bokurē ,ボクレー ,6. Generation Gen6 ,GeistPflanze,290,239,199,195,219,175,1317,LC,,,,,
709,Trombork ,Trombork ,Trevenant ,Ōrotto ,オーロット ,6. Generation Gen6 ,GeistPflanze,374,319,229,249,263,211,1645,PU,,,,,
710,Irrbis ,Irrbis ,Pumpkaboo ,Bakeccha ,バケッチャ ,6. Generation Gen6 ,GeistPflanze,302,231,187,239,209,201,1369,LC,,,,,
711,Pumpdjinn ,Pumpdjinn ,Gourgeist ,Pampujin ,パンプジン ,6. Generation Gen6 ,GeistPflanze,334,279,215,343,249,267,1687,PU,,,,,
712,Arktip ,Arktip ,Bergmite ,Kachikōru ,カチコール ,6. Generation Gen6 ,Eis,314,237,163,269,169,155,1307,LC,,,,,
713,Arktilas ,Arktilas ,Avalugg ,Kurebēsu ,クレベース ,6. Generation Gen6 ,Eis,394,333,187,467,191,155,1727,PU,,,,,
714,eF-eM ,eF-eM ,Noibat ,Onbatto ,オンバット ,6. Generation Gen6 ,FlugDrache,284,159,189,169,179,209,1189,LC,,,,,
715,UHaFnir ,UHaFnir ,Noivern ,Onvern ,オンバーン ,6. Generation Gen6 ,FlugDrache,374,239,293,259,259,345,1769,BL3,,,,,
716,Xerneas ,Xerneas ,Xerneas ,Xerneas ,ゼルネアス ,6. Generation Gen6 ,Fee,456,361,361,289,295,297,2059,Uber,,,,,
717,Yveltal ,Yveltal ,Yveltal ,Yveltal ,イベルタル ,6. Generation Gen6 ,UnlichtFlug,456,361,361,289,295,297,2059,Uber,,,,,
718,Zygarde ,Zygarde ,Zygarde ,Zygarde ,ジガルデ ,6. Generation Gen6 ,DracheBoden,420,299,261,341,289,289,1899,Uber,,,,,
719,Diancie ,Diancie ,Diancie ,Diancie ,Diancie ,6. Generation Gen6 ,GesteinFee,304,299,299,399,399,199,1899,OU,,,,,
720,Hoopa ,Hoopa ,Hoopa ,Hoopa ,フーパ ,6. Generation Gen6 ,PsychoGeist,364,319,399,219,359,239,1899,BL,,,,,
721,Volcanion ,Volcanion ,Volcanion ,Volcanion ,ボルケニオン ,6. Generation Gen6 ,FeuerWasser,364,319,359,339,279,239,1899,UU,,,,,
722,Bauz ,Bauz ,Rowlet ,Mokuroh ,モクロー ,7. Generation Gen7 ,PflanzeFlug,340,209,199,209,199,183,1339,LC,,,,,
723,Arboretoss ,Arboretoss ,Dartrix ,,フクスロー ,7. Generation Gen7 ,PflanzeFlug,360,249,239,249,239,203,1539,NFE,,,,,
724,Silvarro ,Silvarro ,Decidueye ,Junaipā ,ジュナイパー ,7. Generation Gen7 ,PflanzeGeist,360,313,299,249,299,239,1759,RU,,,,,
725,Flamiau ,Flamiau ,Litten ,Nyabby ,ニャビー ,7. Generation Gen7 ,Feuer,294,229,219,179,179,239,1339,LC,,,,,
726,Miezunder ,Miezunder ,Torracat ,,ニャヒート ,7. Generation Gen7 ,Feuer,334,269,259,199,199,279,1539,NFE,,,,,
727,Fuegro ,Fuegro ,Incineroar ,Gaogaen ,ガオガエン ,7. Generation Gen7 ,FeuerUnlicht,394,329,259,279,279,219,1759,NU,,,,,
728,Robball ,Robball ,Popplio ,Ashimari ,アシマリ ,7. Generation Gen7 ,Wasser,304,207,231,207,211,179,1339,LC,,,,,
729,Marikeck ,Marikeck ,Brionne ,,オシャマリ ,7. Generation Gen7 ,Wasser,324,237,281,237,261,199,1539,NFE,,,,,
730,Primarene ,Primarene ,Primarina ,,アシレーヌ ,7. Generation Gen7 ,WasserFee,364,247,351,247,331,219,1759,UU,,,,,
731,Peppeck ,Peppeck ,Pikipek ,,ツツケラ ,7. Generation Gen7 ,NormalFlug,274,249,159,159,159,229,1229,LC,,,,,
732,Trompeck ,Trompeck ,Trumbeak ,Kerarappa ,ケララッパ ,7. Generation Gen7 ,NormalFlug,314,269,179,199,199,249,1409,NFE,,,,,
733,Tukanon ,Tukanon ,Toucannon ,Dodekabashi ,ドデカバシ ,7. Generation Gen7 ,NormalFlug,364,339,249,249,249,219,1669,NU,,,,,
734,Mangunior ,Mangunior ,Yungoos ,Yangūsu ,ヤングース ,7. Generation Gen7 ,Normal,300,239,159,159,159,189,1205,LC,,,,,
735,Manguspektor ,Manguspektor ,Gumshoos ,Dekagūsu ,デカグース ,7. Generation Gen7 ,Normal,380,319,209,219,219,189,1535,NU,,,,,
736,Mabula ,Mabula ,Grubbin ,Agojimushi ,アゴジムシ ,7. Generation Gen7 ,Käfer,298,223,209,189,189,191,1299,LC,,,,,
737,Akkup ,Akkup ,Charjabug ,Denjimushi ,デンヂムシ ,7. Generation Gen7 ,KäferElektro,318,263,209,289,249,171,1499,NFE,,,,,
738,Donarion ,Donarion ,Vikavolt ,Kuwaganon ,クワガノン ,7. Generation Gen7 ,KäferElektro,358,239,389,279,249,185,1699,NU,,,,,
739,Krabbox ,Krabbox ,Crabrawler ,,マケンカニ ,7. Generation Gen7 ,Kampf,298,263,183,213,193,225,1375,LC,,,,,
740,Krawell ,Krawell ,Crabominable ,Kekenkani ,ケケンカニ ,7. Generation Gen7 ,KampfEis,398,363,223,253,233,185,1655,NU,,,,,
741,Choreogel ,Choreogel ,Oricorio ,Odoridori ,オドリドリ ,7. Generation Gen7 ,Flug,354,239,295,239,239,285,1651,NU,,,,,
742,Wommel ,Wommel ,Cutiefly ,Aburī ,アブリー ,7. Generation Gen7 ,KäferFee,284,189,209,179,179,267,1307,NFE,,,,,
743,Bandelby ,Bandelby ,Ribombee ,,アブリボン ,7. Generation Gen7 ,KäferFee,324,209,289,219,239,347,1627,BL3,,,,,
744,Wuffels ,Wuffels ,Rockruff ,Iwanko ,イワンコ ,7. Generation Gen7 ,Gestein,294,229,159,179,179,219,1259,LC,,,,,
745,Wolwerock ,Wolwerock ,Lycanroc ,,ルガルガン ,7. Generation Gen7 ,Gestein,354,329,209,229,229,323,1673,NU,,,,,
746,Lusardin ,Lusardin ,Wishiwashi ,Yowashi ,ヨワシ ,7. Generation Gen7 ,Wasser,294,139,149,139,149,189,1059,NU,,,,,
747,Garstella ,Garstella ,Mareanie ,Hidoide ,ヒドイデ ,7. Generation Gen7 ,GiftWasser,304,205,185,223,203,189,1309,LC,,,,,
748,Aggrostella ,Aggrostella ,Toxapex ,Dohidoide ,ドヒドイデ ,7. Generation Gen7 ,GiftWasser,304,225,205,403,383,169,1689,OU,,,,,
749,Pampuli ,Pampuli ,Mudbray ,Dorobanko ,ドロバンコ ,7. Generation Gen7 ,Boden,344,299,189,239,209,189,1469,LC,,,,,
750,Pampross ,Pampross ,Mudsdale ,Banbadoro ,バンバドロ ,7. Generation Gen7 ,Boden,404,349,209,299,269,169,1699,NU,,,,,
751,Araqua ,Araqua ,Dewpider ,Shizukumo ,シズクモ ,7. Generation Gen7 ,WasserKäfer,280,179,179,203,243,153,1237,LC,,,,,
752,Aranestro ,Aranestro ,Araquanid ,Onishikuzumo ,オニシズクモ ,7. Generation Gen7 ,WasserKäfer,340,239,199,283,363,183,1607,RU,,,,,
753,Imantis ,Imantis ,Fomantis ,Karikiri ,カリキリ ,7. Generation Gen7 ,Pflanze,284,209,199,169,169,169,1199,LC,,,,,
754,Mantidea ,Mantidea ,Lurantis ,Rarantesu ,ラランテス ,7. Generation Gen7 ,Pflanze,344,309,259,279,279,189,1659,NU,,,,,
755,Bubungus ,Bubungus ,Morelull ,,ネマシュ ,7. Generation Gen7 ,PflanzeFee,284,169,229,209,249,129,1269,LC,,,,,
756,Lamellux ,Lamellux ,Shiinotic ,Mashēdo ,マシェード ,7. Generation Gen7 ,PflanzeFee,324,189,279,259,299,159,1509,NU,,,,,
757,Molunk ,Molunk ,Salandit ,Yatōmori ,ヤトウモリ ,7. Generation Gen7 ,GiftFeuer,300,187,241,179,179,253,1339,LC,,,,,
758,Amfira ,Amfira ,Salazzle ,Ennyūto ,エンニュート ,7. Generation Gen7 ,GiftFeuer,340,227,319,219,219,333,1657,RU,,,,,
759,Velursi ,Velursi ,Stufful ,Nuikoguma ,ヌイコグマ ,7. Generation Gen7 ,NormalKampf,344,249,179,199,199,199,1369,LC,,,,,
760,Kosturso ,Kosturso ,Bewear ,Kiteruguma ,キテルグマ ,7. Generation Gen7 ,NormalKampf,444,349,209,259,219,219,1699,RU,,,,,
761,Frubberl ,Frubberl ,Bounsweet ,Amakaji ,アマカジ ,7. Generation Gen7 ,Pflanze,288,159,159,175,175,163,1119,LC,,,,,
762,Frubaila ,Frubaila ,Steenee ,,アママイコ ,7. Generation Gen7 ,Pflanze,308,179,179,195,195,223,1279,NFE,,,,,
763,Fruyal ,Fruyal ,Tsareena ,,アマージョ ,7. Generation Gen7 ,Pflanze,348,339,199,295,295,243,1719,RU,,,,,
764,Curelei ,Curelei ,Comfey ,Kyuwawā ,キュワワー ,7. Generation Gen7 ,Fee,306,203,263,279,319,299,1669,RU,,,,,
765,Kommandutan ,Kommandutan ,Oranguru ,,ヤレユータン ,7. Generation Gen7 ,NormalPsycho,384,219,279,259,319,219,1679,NU,,,,,
766,Quartermak ,Quartermak ,Passimian ,,ナゲツケサル ,7. Generation Gen7 ,Kampf,404,339,179,279,219,259,1679,NU,,,,,
767,Reißlaus ,Reißlaus ,Wimpod ,Kosokumushi ,コソクムシ ,7. Generation Gen7 ,KäferWasser,254,169,139,179,159,259,1159,LC,,,,,
768,Tectass ,Tectass ,Golisopod ,Gusokumusha ,グソクムシャ ,7. Generation Gen7 ,KäferWasser,354,349,219,379,279,179,1759,RU,,,,,
769,Sankabuh ,Sankabuh ,Sandygast ,,スナバア ,7. Generation Gen7 ,GeistBoden,314,209,239,259,189,129,1339,LC,,,,,
770,Colossand ,Colossand ,Palossand ,,シロデスナ ,7. Generation Gen7 ,GeistBoden,374,249,299,319,249,129,1619,NU,,,,,
771,Gufa ,Gufa ,Pyukumuku ,Namakobushi ,ナマコブシ ,7. Generation Gen7 ,Wasser,314,219,159,359,359,109,1519,NU,,,,,
772,Typ:Null ,Typ:Null ,Type:Null ,,タイプ:ヌル ,7. Generation Gen7 ,Normal,394,289,289,289,289,217,1767,NU,,,,,
773,Amigento ,Amigento ,Silvally ,,シルヴァディ ,7. Generation Gen7 ,Normal,394,289,289,289,289,289,1839,NU,,,,,
774,Meteno ,Meteno ,Minior ,Meteno ,メテノ ,7. Generation Gen7 ,GesteinFlug,324,219,219,299,299,219,1579,NU,,,,,
775,Koalelu ,Koalelu ,Komala ,Nekkoara ,ネッコアラ ,7. Generation Gen7 ,Normal,334,329,249,229,289,229,1659,NU,,,,,
776,Tortunator ,Tortunator ,Turtonator ,,バクガメス ,7. Generation Gen7 ,FeuerDrache,324,255,281,369,269,171,1669,NU,,,,,
777,Togedemaru ,Togedemaru ,Togedemaru ,Togedemaru ,トゲデマル ,7. Generation Gen7 ,ElektroStahl,334,295,179,225,245,291,1569,NU,,,,,
778,Mimigma ,Mimigma ,Mimikyu ,Mimikkyu ,ミミッキュ ,7. Generation Gen7 ,GeistFee,314,279,199,259,309,291,1651,OU,,,,,
779,Knirfish ,Knirfish ,Bruxish ,Hagigishiri ,ハギギシリ ,7. Generation Gen7 ,WasserPsycho,340,309,239,239,239,283,1649,RU,,,,,
780,Sen-Long ,Sen-Long ,Drampa ,Jijiron ,ジジーロン ,7. Generation Gen7 ,NormalDrache,360,219,369,269,281,171,1669,NU,,,,,
781,Moruda ,Moruda ,Dhelmise ,Dadarin ,ダダリン ,7. Generation Gen7 ,GeistPflanze,344,361,271,299,279,179,1733,RU,,,,,
782,Miniras ,Miniras ,Jangmo-o ,,ジャラコ ,7. Generation Gen7 ,Drache,294,209,189,229,189,189,1299,LC,,,,,
783,Mediras ,Mediras ,Hakamo-o ,,ジャランゴ ,7. Generation Gen7 ,DracheKampf,314,249,229,279,239,229,1539,NFE,,,,,
784,Grandiras ,Grandiras ,Kommo-o ,,ジャラランガ ,7. Generation Gen7 ,DracheKampf,354,319,299,349,309,269,1899,RU,,,,,
785,Kapu-Riki ,Kapu-Riki ,Tapu Koko ,Kapu Kokeko ,カプ・コケコ ,7. Generation Gen7 ,ElektroFee,344,329,289,269,249,359,1839,OU,,,,,
786,Kapu-Fala ,Kapu-Fala ,Tapu Lele ,,カプ・テテフ ,7. Generation Gen7 ,PsychoFee,344,269,359,249,329,289,1839,OU,,,,,
787,Kapu-Toro ,Kapu-Toro ,Tapu Bulu ,,カプ・ブルル ,7. Generation Gen7 ,PflanzeFee,344,359,269,329,289,249,1839,OU,,,,,
788,Kapu-Kime ,Kapu-Kime ,Tapu Fini ,,カプ・レヒレ ,7. Generation Gen7 ,WasserFee,344,249,289,329,359,269,1839,OU,,,,,
789,Cosmog ,Cosmog ,Cosmog ,,コスモッグ ,7. Generation Gen7 ,Psycho,290,157,157,161,161,173,1099,LC,,,,,
790,Cosmovum ,Cosmovum ,Cosmoem ,Kosumōmu ,コスモウム ,7. Generation Gen7 ,Psycho,290,157,157,361,361,173,1499,NFE,,,,,
791,Solgaleo ,Solgaleo ,Solgaleo ,Sorugareo ,ソルガレオ ,7. Generation Gen7 ,PsychoStahl,478,373,325,313,277,293,2059,Uber,,,,,
792,Lunala ,Lunala ,Lunala ,Runaāra ,ルナアーラ ,7. Generation Gen7 ,PsychoGeist,478,325,373,277,313,293,2059,Uber,,,,,
793,Anego ,Anego ,Nihilego ,Utsuroido ,ウツロイド ,7. Generation Gen7 ,GesteinGift,422,205,353,193,361,305,1839,UU,,,,,
794,Masskito ,Masskito ,Buzzwole ,Masshibun ,マッシブーン ,7. Generation Gen7 ,KäferKampf,418,377,205,377,205,257,1839,BL,,,,,
795,Schabelle ,Schabelle ,Pheromosa ,Ferōche ,フェローチェ ,7. Generation Gen7 ,KäferKampf,346,373,373,173,173,401,1839,Uber,,,,,
796,Voltriant ,Voltriant ,Xurkitree ,Denjumoko ,デンジュモク ,7. Generation Gen7 ,Elektro,370,277,445,241,241,265,1839,BL,,,,,
797,Kaguron ,Kaguron ,Celesteela ,Tekkaguya ,テッカグヤ ,7. Generation Gen7 ,StahlFlug,398,301,313,305,301,221,1839,OU,,,,,
798,Katagami ,Katagami ,Kartana ,Kamitsurugi ,カミツルギ ,7. Generation Gen7 ,PflanzeStahl,322,461,217,361,161,317,1839,OU,,,,,
799,Schlingking ,Schlingking ,Guzzlord ,Akujikingu ,アクジキング ,7. Generation Gen7 ,UnlichtDrache,650,301,293,205,205,185,1839,NU,,,,,
800,Necrozma ,Necrozma ,Necrozma ,Necrozma ,ネクロズマ ,7. Generation Gen7 ,Psycho,398,313,353,301,277,257,1899,BL3,,,,,
801,Magearna ,Magearna ,Magearna ,Magearna ,マギアナ ,7. Generation Gen7 ,StahlFee,364,289,359,329,329,229,1899,OU,,,,,
802,Marshadow ,Marshadow ,Marshadow ,Marshadow ,マーシャドー ,7. Generation Gen7 ,KampfGeist,384,349,279,259,279,349,1899,Uber,,,,,
803,Venicro ,Venicro ,Poipole ,Bebenomu ,ベベノム ,7. Generation Gen7 ,Gift,338,245,245,233,233,245,1539,0,,,,,
804,Agoyon ,Agoyon ,Naganadel ,,,7. Generation Gen7 ,GiftDrache,350,245,353,245,245,341,1779,Uber,,,,,
805,Muramura ,Muramura ,Stakakata ,Tsundetsunde ,ツンデツンデ ,7. Generation Gen7 ,GesteinStahl,326,361,205,521,301,125,1839,OU,,,,,
806,Kopplosio ,Kopplosio ,Blacephalon ,Zugadōn ,ズガドーン ,7. Generation Gen7 ,FeuerGeist,310,353,401,205,257,313,1839,OU,,,,,
807,Zeraora ,Zeraora ,Zeraora ,,,7. Generation Gen7 ,Elektro,380,323,303,249,259,385,1899,0,,,,,
